Enrolment Id,USER_ID,COURSE_ID,Enrolment Method,Enrolment Status,Enrolment Cost,Enrolment First Enrolled Date,Enrolment Due Date,Enrolment Start Date,Enrolment Completion Date,Enrolment Created Date,Enrolment Modified Date,Enrolment Assignment Rule,Enrolment Retrain In Period,Enrolment Retrain Open In Period,Enrolment Retrain Date,Enrolment Retrain Open Date,Enrolment Is Retrain Overdue,Enrolment Is Enrolment Overdue,Enrolment Overdue Days,Enrolment Retrain Overdue Days,CLIENT_NAME,CLIENT_REGION
72542,4348,827,Manual,In Progress,0.0,2024-05-16 03:56:05+00:00,2024-05-23 03:56:05+00:00,2024-05-29 00:29:53+00:00,,2024-05-16 03:56:05+00:00,2024-05-29 00:29:53+00:00,,0 MONTHS,0 DAYS,,,False,True,776,0,busways,SYD
63918,1678,246,Manual,Not Yet Started,0.0,2021-12-12 22:57:33+00:00,2021-12-19 22:57:33+00:00,,,2021-12-12 22:57:33+00:00,2021-12-12 22:57:33+00:00,,0 MONTHS,0 DAYS,,,False,True,1662,0,commit,SYD
4201251,70148,1748,Rule,Not Yet Started,0.0,2026-03-31 03:05:44+00:00,2026-04-28 04:05:44+00:00,,,2026-03-31 03:05:44+00:00,2026-03-31 03:05:44+00:00,ALL - Cyber Security Essentials: Trending Threats (End Dated 25),0 MONTHS,0 DAYS,,,False,True,71,0,wilson,SYD
1060268,29839,10,Rule,Recompletion Required,0.0,2022-04-22 06:49:54+00:00,2024-04-24 21:58:14+00:00,2023-04-10 21:52:07+00:00,2023-04-10 21:58:14+00:00,2022-04-22 06:49:54+00:00,2023-12-10 15:47:43+00:00,NAT - EMP,12 MONTHS,4 MONTHS,2024-04-10 21:58:14+00:00,2023-12-10 21:58:14+00:00,True,True,0,819,msssecurity,SYD
28163,421,156,Manual,Recompletion Required,0.0,2022-09-01 23:22:04+00:00,2023-12-28 13:30:00+00:00,2020-10-28 13:30:00+00:00,2020-10-28 13:30:00+00:00,2022-09-01 23:22:04+00:00,2023-08-27 16:32:21+00:00,,36 MONTHS,2 MONTHS,2023-10-28 13:30:00+00:00,2023-08-28 13:30:00+00:00,True,True,0,984,anglicaresasandbox,SYD
4723,396,104,Manual,Not Yet Started,0.0,2026-04-13 02:15:40+00:00,2026-04-27 02:15:40+00:00,,,2026-04-13 02:15:40+00:00,2026-04-13 02:15:40+00:00,,12 MONTHS,2 DAYS,,,False,True,72,0,epicenergy,SYD
2692,1819,72,Manual,Completed,0.0,2024-09-01 03:51:55+00:00,,2024-09-01 03:51:56+00:00,2024-07-08 00:00:00+00:00,2024-09-01 03:51:55+00:00,2024-09-01 03:52:11+00:00,,24 MONTHS,0 DAYS,2026-07-08 00:00:00+00:00,2026-07-08 00:00:00+00:00,False,False,0,0,psc,SYD
4704,1371,6,Manual,Recompletion Required,0.0,2021-06-21 06:44:13+00:00,2024-05-04 05:02:17+00:00,2023-04-06 04:53:14+00:00,2023-04-06 05:02:17+00:00,2021-06-21 06:44:13+00:00,2024-01-05 15:31:39+00:00,,11 MONTHS,1 DAYS,2024-03-06 05:02:17+00:00,2024-03-05 05:02:17+00:00,True,True,0,854,zipcolimited,SYD
186334,9126,171,Manual,Not Yet Started,0.0,2026-03-27 07:09:18+00:00,2026-04-03 07:09:18+00:00,,,2026-03-27 07:09:18+00:00,2026-03-27 07:09:18+00:00,,0 MONTHS,0 DAYS,,,False,True,96,0,centurion,SYD
57112,1865,599,Manual,Not Yet Started,0.0,2025-01-09 03:32:49+00:00,2025-02-07 00:00:00+00:00,,,2025-01-09 03:32:49+00:00,2025-01-09 03:32:49+00:00,,0 MONTHS,0 DAYS,,,False,True,516,0,kalyra,SYD
