Assignment Rule ID,COURSE_ID,Assignment Rule Name,Assignment Rule Description,Assignment Rule Created Date,Assignment Rule Modified Date,Assignment Rule Is Active,Assignment Rule Is Confirmed,Assignment Rule Is Required Course,Assignment Rule Is Recommended Course,CLIENT_NAME,CLIENT_REGION
166,2876,VIC - VIVA Energy Refining Geelong,"These modules are to be completed by all personnel working on the VIVA Energy Refining Geelong site.
These modules have been selected to ensure the appropriate level of skill and knowledge to perform the Officers required duties",2021-01-20 03:51:12+00:00,2023-07-14 06:20:29+00:00,False,True,True,False,msssecurity,SYD
520,1136,IPN NDIS Support Staff Compulsory Modules,"Additional courses assigned for roles NDIS Senior Support Coordinator at any clinic, on top of the usual SCS Essential Learning courses. These additional ones are below, as requested by Tessa Tierney 120824, assigned by KM:

-	Modern Slavery Awareness training 
-	SCS Customer Service Training 
-	SCS Handling Difficult Patient Conversations 
-	SCS Triage in General Practice
-	SCS Using EasyVisit Clinic 
-	Sonic Connect Communicating with Kindness 

The regular ones are:

-	SCS Code of Conduct 
-	SCS Conflicts of Interest 
-	SCS Workplace Safety 
-	Cyber @ Sonic Healthcare 
-	SCS Positive Workplace Behaviour 
-	SCS Privacy & Confidentiality for Frontline Employees 
-	SCS Quality and Risk Management",2024-08-12 04:55:11+00:00,2024-08-12 04:55:17+00:00,True,True,True,False,sonic,SYD
28,59,AAL NDIS Education Course,"NDIS Education Course is part of Orientation and is assigned to all new starters on their start date.
Course is to be completed annually.  Completion time - 2.5 hr",2025-05-06 22:31:33+00:00,2025-08-18 05:14:12+00:00,False,True,True,False,allaboutliving,SYD
78,484,BAS Operations - Field Worker Coastal,"This is a BAS Operations role specific rule for required and recommended HSW Courses as documented in the Training Matrix for users in the Field Worker Coastal Position. 
This rule is owned by the HSW Team.",2026-01-27 04:06:35+00:00,2026-07-07 23:35:55+00:00,True,True,True,False,barwonwater,SYD
26,20,Employee Induction (Corporate),Assignment rule for all non-frontline staff (Corporate Staff & Supervised Contact Workers)  to complete Employee Induction (Corporate) post state date of 01.01.19.,2019-01-08 01:24:46+00:00,2026-01-09 02:13:43+00:00,False,True,True,False,caresouth,SYD
351,1320,AU ALL - DIRECT STAFF - END 30/6/2023,"Getting Started in Younity, 
Indigenous Cultural Learning, 
Wilson Group HR Policies,
Phish Finder - Spotting Warning Signs
Reporting Suspicious Emails
Environmental Awareness.",2020-05-14 05:26:09+00:00,2026-01-08 00:22:39+00:00,True,True,True,False,wilson,SYD
38,191,People and Culture Compliance - All Staff,"This assignment rule applies to ALL staff working at Mercy Connect.  
Staff will automatically be assigned tasks to supply documents, licences, etc, that are required to be able to work at Mercy Connect.",2022-08-05 05:49:52+00:00,2022-08-05 07:55:19+00:00,False,True,True,False,mercyconnect,SYD
317,1031,Change Manager - C (TNA) 2025,"Change Manager - C (TNA) 2025
New Position",2025-04-11 04:00:15+00:00,2025-10-27 05:24:00+00:00,True,True,True,False,sydneymetro,SYD
2,39,General Fire Response Fire Training,"General Fire Response Fire Training - Assignment Rle
Ashgrove
Ashgrove Cottage
Albnay Creek
Reedy Creek
Moonee Beach
Port Macquarie",2021-09-22 00:17:43+00:00,2024-04-22 05:31:34+00:00,False,True,True,False,greenleaveselc,SYD
573,178,AU SEC - CLIENT - CBA,"112300046 - Commonwealth Bank / Bankwest ACT (3012046)
112300047 - Commonwealth Bank - Tactical - ACT (3012047)
102300046 - Commonwealth Bank / Bankwest NSW (3002046)
102300047 - Commonwealth Bank - Tactical - NSW (3002047)
102300235 - Commonwealth Bank - Data Centre - NSW (3002235)
108300046 - Commonwealth Bank / Bankwest NT (3015046)
108300047 - Commonwealth Bank - Tactical - NT (3015047)
108300048 - Commonwealth Bank / Bankwest NT - Katherine (3015048)
108300049 - Commonwealth Bank / Bankwest NT - Alice Springs (3015049)
104300046 - Commonwealth Bank / Bankwest QLD (3004046) 
104300047 - Commonwealth Bank - Tactical - QLD (3004047)
105300046 - Commonwealth Bank / Bankwest SA (3005046)
105300047 - Commonwealth Bank - Tactical - SA (3005047)
107300046 - Commonwealth Bank / Bankwest TAS (3013046)
107300047 - Commonwealth Bank - Tactical - TAS (3013047)
103300046 - Commonwealth Bank / Bankwest VIC (3003046)
103300047 - Commonwealth Bank - Tactical - VIC (3003047)
106300046 - Commonwealth Bank / Bankwest WA (3006046)
106300047 - Commonwealth Bank - Tactical - WA	(3006047)",2024-07-01 03:15:58+00:00,2026-03-18 23:24:51+00:00,True,True,False,True,wilson,SYD
281,1027,38. National training plan  Roofing Supervisors,"Training Plan for MAN, MSP, Video and other Core training for all Roofing Supervisors  
State based MSP are not included in this plan 
SOP's are not included in this plan",2022-05-18 01:20:34+00:00,2022-05-18 03:30:01+00:00,True,True,True,False,brickworks,SYD
624,1757,AU SEC - CLIENT Cairns & Mackay Airport (104301239 / 104301240),"104301239 - Cairns Airport (3014239)
104301240 - Mackay Airport (3014240)",2025-06-16 03:25:41+00:00,2025-08-14 00:47:51+00:00,True,True,True,False,wilson,SYD
6,103,Welcome Module for Care Home Employees,"This is to asisgn Welcome Modules to all Care home employees - Support Offfice not included.
4th May 2026.",2026-05-03 23:48:31+00:00,2026-05-03 23:48:48+00:00,True,True,True,False,heritagelifecare,SYD
8,203,Chemical Awareness Modules,"Chemical Awareness Modules (1-9) - Osmoflo Generated Content
To be completed by Service Technicians in Operations",2023-07-03 01:12:28+00:00,2023-07-04 00:13:52+00:00,False,True,True,False,osmoflo,SYD
20,152,QLD - Role - CCeS and Centrepay Requirements,"CCeS and Centrepay Requirements training as required by the new Govt. rules

Existing Staff enrolment - 03/11/2025 & Assignment Rule go live - 26/11/2025",2025-11-25 23:48:29+00:00,2026-07-09 03:49:23+00:00,True,True,True,False,svdpqld,SYD
16,123,Compliance Training,"Compliance Training consists of 10 modules:  Code of Conduct, Privacy Awareness, WHS Awareness, Information Security Management and Concession Deed KPI's, Information Disclosure for Corporate Whistleblowers, Electronic Communication and Social Media, Modern Slavery Awareness and Workplace Bullying and Occupational Violence.",2025-07-22 04:33:59+00:00,2025-11-03 05:59:00+00:00,False,True,True,False,nswlrs,SYD
32,14,Duty Manager - CBR - Transition,"Learning Modules Required for the role of Duty Manager Transition rule - New core course - Human Factors - New current course - Biosecurity Waste Awareness
Temporarily includes 'trainer'",2025-11-28 03:24:35+00:00,2026-01-21 00:21:08+00:00,True,True,True,False,staraviation,SYD
26,801,Mandatory eLearning - NDIA staff excluding PitC,"Mandatory eLearning - all APS and Labour hire but not PitC.
Prevention of COVID19",2020-07-07 21:47:51+00:00,2023-06-13 23:43:30+00:00,False,True,True,False,ndia,GOV
45,1197,Aboriginal & Torres Strait Islander course rule,"All new staff from 23 July 2021 will be enrolled into the MANDATORY eLearning course 'Aboriginal and Torres Strait Islander course'.
2 other courses will be recommended, but not enrolled.",2021-07-21 04:51:25+00:00,2023-06-27 05:44:11+00:00,False,True,True,False,qbcc,SYD
18,268,Pre-employment Policies 2020,"A list of Policies that new staff to Bank First must acknowledge they have read and understood.
* Social Media Policy
* Computer Usage Policy
* OH&S Policy
* Sexual Harassment Policy
* Workplace Bullying Policy
* Discrimination Policy
* Corporate Dress Policy
* Waste and Security
* People Benefits",2020-02-05 00:24:24+00:00,2020-07-21 10:46:42+00:00,False,True,True,False,vtmb,SYD
101,397,Disability Services Team Policies - Plan Management,Program specific policies assigned to Plan Management only.  Includes Admin Support Officer and Claims/Project Officer. Created 2 April 2026 (Donna Slade).,2026-04-01 23:38:32+00:00,2026-04-14 04:11:12+00:00,True,True,True,False,ucwcsa,SYD
2,547,Disability Support Workers,"All disability support workers are to be assigned the mandatory clinical modules and need completion an annual basis,   post onboarding as new recruits are progressed to a general user at employment start date.",2022-05-19 06:51:40+00:00,2026-07-03 00:20:17+00:00,True,True,True,False,novita,SYD
281,573,Communications  Coordinator (TNA) 2024,Communications  Coordinator (TNA) 2024,2025-03-21 00:08:27+00:00,2025-03-21 00:11:40+00:00,True,True,True,False,sydneymetro,SYD
1,21,New Employee Onboarding Program - Introduction to Quiddity - General Terms and Key Concepts,"All new Quiddity employees who are set up in ELMO (1) after 01/03/2024 and (2) as working in the Operations department will automatically be enrolled in all 18 onboarding modules.
They will NOT receive separate emails per module to clog their inbox and overwhelm them.
Once they log into their ELMO, they will just find these 18 modules already there waiting for them in the Learning section.",2024-01-29 16:19:31+00:00,2025-03-10 12:21:14+00:00,False,True,True,False,quiddity,SYD
79,285,BAS Operations - Field Worker Colac,"This is a BAS Operations role specific rule for required and recommended HSW Courses as documented in the Training Matrix for users in the Field Worker Colac Position. 
This rule is owned by the HSW Team.",2026-01-27 04:15:50+00:00,2026-07-07 23:36:18+00:00,True,True,True,False,barwonwater,SYD
19,27,"TRN-011 Modules required by Marketing, MVP & Compliance + Member Interacting departments","Required by Member Interacting departments + member interacting managers, marketing and compliance team members.

Anti-Hawking Training
Design and Distribution Obligations
ePayments Code
Feedback & Complaints Handling
Helping & Protecting Vulnerable Members

This rule will auto enrol users in the following departments:
Brand & Marketing
Brand & Business Development
Broker Partnership
Compliance
Credit 
Member Value Proposition
Lending Support
Retail Lending
Member Experience Centre 
Resi Dev
Lending Admin&Settlements
Member Support",2026-02-10 23:13:46+00:00,2026-02-11 02:31:33+00:00,True,True,True,False,creditunionsa,SYD
149,418,ZMedical Conditions including HIDPA (Online only),"Rule archived 27 March 2023 and replaced with new course. Archived by Rebekah Saw. 
Online module for all staff in a client-facing role in Individual Options, Short Breaks, EI and TCS.  Added for employees employed from 6.12.2023.  As requested by Registered Nursing team and Sally Swan, director. 
Employees who require the face-to-face training and medication workplace assessment will be manually enrolled once a request is made to LD",2023-12-06 04:42:57+00:00,2024-03-28 02:05:01+00:00,False,True,True,False,autism,SYD
73,111,2026_Induction_AllStaff Jan-Dec,"Department is not Generic
AND
Classification is not Generic User Account
AND
Position is not Process Worker OR Board Member OR Volunteer OR Work Placement OR Cafe and Function Supported Staff OR Gardens Crew Supported Staff OR Grounds Crew Supported Staff OR Mowing Crew Supported Staff OR Nursery Crew Supported Staff
AND
Employment Status is Achieve Staff
AND
Start Date is from 01/01/2026 to 31/12/2026",2025-12-22 05:36:17+00:00,2026-06-30 23:25:18+00:00,True,True,True,False,achieveaus,SYD
22,140,QLD - Onboarding - Manager - Core Learning Framework,"Assignment rule for onboarding eLearn's for Employees as part of the Core Learning Framework both Group 1 and 2
Rule applied - 27/04/2026",2026-04-27 01:10:59+00:00,2026-04-27 01:11:08+00:00,True,True,True,False,svdpqld,SYD
21,175,TRN-005 Mandatory Modules for staff in 'Member Interacting' & 'Branch' Location,"Staff with the 'Member Interacting' & 'Branch' Location will be automatically enrolled into these courses 
Common Reporting Standards
The Consumer Data Right
FSR Module 5 - Providing Personal Advice
AML – Abuse of Government Relief Programs module",2026-02-11 01:11:15+00:00,2026-05-21 02:22:59+00:00,True,True,True,False,creditunionsa,SYD
40,134,New Team Member Induction - CARARRA (V4) - Obsolete,"Replaced by Induction Suite
Adding: Personal Protective Equipment (PPE) Policy Acknowledgement",2022-06-16 10:20:46+00:00,2024-12-11 00:56:05+00:00,True,True,True,False,aea,SYD
13,150,Assignment Rule,"Automatic assignment rules can be set up to enrol employees in courses based on user profile fields. For example, you could set up an assignment rule that says everyone in the Finance Department should be enrolled into the Microsoft Excel course.

In addition to automatically enrolling users in courses, assignment rules can be used to recommend courses to employees. When an employee accesses the course catalogue in ELMO Learning they will be able to filter courses to view a list of Recommended Courses.",2020-07-28 01:19:36+00:00,2023-06-20 05:17:50+00:00,True,False,True,False,csm2,SYD
63,1452,AML/CTF at William Buck: Understanding Our Policy - Induction Module,"WB Group Induction Module AML – Role‑based (AU)

*assigned to all new Australian employees EXCLUDING Wealth",2026-06-01 05:40:29+00:00,2026-06-01 05:40:37+00:00,True,True,True,False,williambucknsw,SYD
160,114,CS - Social & Economic Wellbeing (SEW) - OP1025,"Therapeutic Grief Specialist,  Children & Families. Updated September 2025.",2022-09-21 07:27:34+00:00,2025-09-17 04:55:41+00:00,True,True,False,True,anglicaresa,SYD
85,1089,All New Staff,"Welcome to Australian Clinical Labs! The first step to an exciting career with us is to ensure that you are aware of your obligations and that you will be able to meet the expectations placed on you as an Australian Clinical Labs employee. This Induction program is an important part of the development of a positive workplace health and safety culture for Australian Clinical Labs. The program will cover a wide range of work  issues including the health and safety responsibilities of Clinical Labs and duty of care to yourself and others, code of conduct and expectation of all staff.",2024-01-29 04:22:45+00:00,2026-06-29 03:01:38+00:00,True,True,True,False,clinicallabs,SYD
209,465,2024 CMG EUROPE - Phase II Jan 2025,"Start date:  01/01/2025 to 31/01/202
Department/s:  Cover-More Europe - Group CEO - Finance - Legal - Marketing -  People & Culture - Risk & Compliance - Strategic Delivery - Technology - World Travel Protection - Zurich Audit   
Location/s: Cover-More UK - Cover-More Europe",2025-01-14 21:19:25+00:00,2025-03-23 20:33:37+00:00,False,True,True,False,covermore,SYD
114,167,DISA - OP781,Children Services  Assistant,2022-09-20 14:31:53+00:00,2022-09-21 05:35:33+00:00,True,True,True,False,anglicaresasandbox,SYD
59,811,WB Group Induction Compliance 4.0,"New starters starting 21 April 2026

*with WB Artificial Intelligence and Anti-Money Laundering Awareness (AU)",2026-04-20 01:13:19+00:00,2026-04-20 01:13:29+00:00,True,True,True,False,williambucknsw,SYD
169,884,MTS Network Induction,"OCE, except no OCC at this stage (23/05/2024)

(EMD assigned in another assignment rule)",2024-05-23 05:12:48+00:00,2024-05-23 05:13:05+00:00,True,True,True,False,sydneymetro,SYD
50,1078,Mandatory eLearning courses for all staff from 31 August 2023 onwards,"The following eLearning modules have been identified as mandatory, and are to be assigned to all new and existing QBCC staff - 

1.   Code of Conduct & Workplace Bullying
2.   Conflict of Interest Policy & Procedure
3.   Secondary Employment Policy & Procedure
4.   Fraud & Corruption and PIDs
5.   Work Health & Safety Induction at QBCC
6.   Customer Feedback Policy; Customer Engagement Management Policy & Procedure; & Social Media Policy
7.   Right to Information & Information Privacy
8.   Managing Public Records & Record Keeping at QBCC
9.   2023 QBCC Annual Fire and Evacuation Program (All Staff) eLearning
10. Aboriginal and Torres Strait Islander Course - eLearning     
11. Working from Home - eLearning
12. Intro to Procurement - QLD GOV - eLearning",2023-08-04 06:46:15+00:00,2026-03-16 03:57:55+00:00,True,True,True,False,qbcc,SYD
504,1540,AU SEC - DISP - Clearance Requirement,"DISP Security Awareness Requirement

ACT
112300130 / 3012130 - Australian Taxation Office (ATO)
112300017 / 3012017 - Telstra (DCD)
112300284 / 3012284 - Discovery House
112300475 / 3012475 - Department of Health
112300191 / 3012191 - Dept of Prime Minister & Cabinet
112300192 / 3012192 - National Gallery
112300260 / 3012260 - National Library of Australia
112300201 / 3012201 - War Memorial
112300495 - Department of Agriculture, Fisheries & Forestry - ACT
112300285 - Australian Bureau of Statistics

NSW
102300130 / 3002130 - Australian Taxation Office (ATO)
102300131 / 3002131 - Google
102300018 / 3002018 - Telstra - Global Data Centre
102300194 / 3002194 - Department of Foreign Affairs and Trade
102300495 - Department of Agriculture, Fisheries & Forestry - NSW

NT
108300260 / 3015260 - ASCO Australia

QLD
104300194 / 3004194 - Department of Foreign Affairs and Trade
104300495 - Department of Agriculture, Fisheries & Forestry - QLD

SA
105300130 / 3005130 - Australian Taxation Office (ATO)
105300207 / 3005207 - University of SA
105300239 / 3005239 - University of SA - Whyalla Campus

TAS
107300130 / 3013130 - Australian Taxation Office (ATO)
107300203 / 3013203 - Australian Antarctic Div

VIC
103300130 / 3003130 - Australian Taxation Office (ATO)
103300131 / 3003131 - Google
103300254 / 3003254 - Victoria Police
103300194 / 3003194 - Department of Foreign Affairs and Trade
103300495 - Department of Agriculture, Fisheries & Forestry - VIC

WA
106300130 / 3006130 - Australian Taxation Office (ATO)
106300589 / 0000000 - L3Harris",2022-12-05 01:43:03+00:00,2026-04-30 21:36:07+00:00,True,True,True,False,wilson,SYD
318,135,Southwest Training Lead - C (TNA) 2025,"Southwest Training Lead - C (TNA) 2025
New Position",2025-04-11 04:26:56+00:00,2026-07-08 01:25:01+00:00,True,True,True,False,sydneymetro,SYD
82,33,Coordinator Commercial Parking & Projects Mandatory Training,"This training needs assessment was completed in 2020 and  reviewed in 2021.
This position oversees a large amount of organisational risks across large scale projects. It requires a white card and contractor management training.",2021-03-18 09:02:18+00:00,2022-02-10 01:02:43+00:00,True,True,True,False,subiaco,SYD
4,19,CHU Wide Learning,"- 5 x Compliance Module
- Residential Strata Insurance Policy (Jul 2025)",2025-06-27 00:19:54+00:00,2025-12-08 00:46:50+00:00,True,True,True,False,chuunderwritingagencies,SYD
627,335,AU SEC - CLIENT - Maritime (SA),"105300214 - Flinders Ports
105300230 - Santos Port Bonython",2025-06-19 23:16:56+00:00,2025-08-13 05:06:31+00:00,True,True,True,False,wilson,SYD
2,364,Disability Support Workers,"All disability support workers are to be assigned the mandatory clinical modules and need completion an annual basis,   post onboarding as new recruits are progressed to a general user at employment start date.",2022-05-19 06:51:40+00:00,2026-07-03 00:20:17+00:00,True,True,True,False,novita,SYD
34,4517,Assignment Rule 46 - Do not activate,"Roles: Allied Health Clinical,	Nursing Clinical. Exclude ACHA - needs review post go live",2020-12-03 23:53:19+00:00,2020-12-09 07:05:15+00:00,False,True,True,False,healthscopeelearning,SYD
601,71,RAC - Special Variation - SUP05,"This rule relates to a specific group working in an office environment in Health and Wellness area. These people need a variation to the training applied to the SUP05 position due to the office nature of their work,  Specifically no CPR or Medication training and only the online MH training.
The rule is applied using the Rule Switch on the relevant positions profiles.",2023-12-20 23:30:59+00:00,2024-08-30 00:42:06+00:00,False,True,True,False,anglicaresa,SYD
15,59,Disability Support Workers Core Training,"All DSW's MUST complete this training regardless of which team, location they will be working in.
This is our general core training for DSW, House and or Program specific training is to follow based on where the DSW will be working.",2021-01-31 23:37:55+00:00,2023-11-03 04:20:58+00:00,False,True,True,False,mercyconnect,SYD
166,449,Orientation Day 2,"For all new employees who are required to attend Day 2 - PBS and RPs.
Updated 23.02.2024 to include policy acknowledgements.",2024-02-23 07:26:09+00:00,2025-06-30 03:22:33+00:00,True,True,True,False,autism,SYD
65,1517,mandatory training - delegations manual training - not contact centre,"Assignment rule is to assign the delegations manual to anyone not in contact centre.

Contact centre is taken care of by a different rule.",2026-03-16 03:54:55+00:00,2026-03-16 03:55:14+00:00,True,True,True,False,qbcc,SYD
28,44,Town Planner,"Built & Natural Environment
Position numbers 331.1, 331.2, 331.3, 331.4",2025-01-30 04:56:04+00:00,2026-05-13 02:34:27+00:00,True,True,True,False,snowymonaro,GOV
41,90,Driver Safety,Assigned to all Distribution Staff members  -  per WHS,2023-02-13 04:30:53+00:00,2023-02-13 04:30:57+00:00,True,True,True,False,netwealth,SYD
382,2660,XE076 Mission: Change Possible eLearn for Perth IT,"XE076 Mission: Change Possible eLearn for Perth IT using Business Unit IS PERTH IT
Launched on 03.10.2025",2025-10-03 07:59:12+00:00,2025-10-03 07:59:16+00:00,True,True,True,False,crownlearn,SYD
278,926,Head of Corporate Affairs (TNA) 2025,"Head of Corporate Affairs (TNA) 2025 
Previous - Director Corporate Relations & Communications (TNA) 2025",2025-03-20 23:47:11+00:00,2025-12-10 02:54:15+00:00,True,True,True,False,sydneymetro,SYD
19,263,Pre-employment Policies FY2020/21,"A list of Policies that new staff to Bank First must acknowledge they have read and understood.
* Social Media Policy
* Computer Usage, Remote Access and WFH Policy
* OH&S Policy
* Sexual Harassment Policy
* Workplace Bullying Policy
* Discrimination Policy
* Corporate Dress Policy
* Waste and Security
* People Benefits",2020-07-21 10:44:40+00:00,2020-12-14 05:23:16+00:00,False,True,True,False,vtmb,SYD
38,2191,New Starter Compliance - Employees,"All employees new to Cbus must do the following compliance modules.

Effective 14/02/2024

Conditions: Employment type - CFT CPT FT PT, Start Date -  14/02/2024, End date - 31/01/2025",2024-02-01 05:05:47+00:00,2025-02-17 04:49:31+00:00,False,True,True,False,cbus,SYD
16,12,Use to Assign Courses to Hospitality Staff Only,"Enrolment for Hospitality Dept
Updated to system fields by MTPI 30/8/23",2018-09-19 03:56:46+00:00,2024-10-30 04:11:17+00:00,False,True,True,False,swancare,SYD
3,54,Vaccine Management - Clinical,"Is a series that outlines and explains correct vaccine management procedures as per the National Guidelines for Vaccine Management - Strive for 5.
To continue to provide vaccinations for the community as a Vaccine Service Provider for Queensland Health Immunisation Program Gidgee Healing staff have a responsibility to be aware of this information.",2020-04-30 23:55:08+00:00,2020-05-05 00:03:17+00:00,True,True,True,False,gidgeehealing,SYD
34,55,Human Research and Ethics - DLT 2024,"Auto enrol continuing and fixed terms staff in portfolios:
*DLT",2020-04-28 01:43:27+00:00,2025-07-07 02:03:33+00:00,True,True,True,False,csu,SYD
564,1558,SCS Hidden Disabilities Sunflower Training,"This assignment is to automatically enrol the IPN Disability Support Services team in the SCS Hidden Disabilities Sunflower Training module under SCS Essential Learning as a one-off enrolment.
070425 KM",2025-04-07 05:48:30+00:00,2025-04-07 05:48:47+00:00,True,True,True,False,sonic,SYD
230,594,2025 AU NZ EU - PII,"ABC; AML,CT&TS ATFC; AWB; CoC  COI; ITS
Depts: 
Cover-More Australia; Cover-More Europe; Cover-More New Zealand; Group CEO; Finance; Legal; Marketing; People & Culture; Risk & Compliance; Strategic Delivery; Technology; World Travel Protection;  Zurich Audit  
Location: Auckland; Cover-More (QLD); Cover-More (VIC / TAS); Cover-More (WA / SA / NT); Cover-More Europe; Cover-More NSW /North Sydney; Cover-More UK; Kuala Lumpur; Philippines; 
Start date between 01/07/2025 - 31/12/2025",2025-07-02 21:40:54+00:00,2026-06-19 05:25:05+00:00,False,True,True,False,covermore,SYD
242,590,2025 APAC  PII assignment for those returning from extended leave.,"Auto assign
2025 Anti-Bribery & Anti-Corruption (PII)
2025 Anti-Money Laundering, Counter Terrorism and Trade Sanctions (PII)
2025Anti-Trust and Fair Competition (PII)
2025 Appropriate Workplace Behaviours (PII)
2025 Conflicts of Interest and External Engagements (PII)
2025 IT Security Awareness - English (PII)
2025 Code of Conduct - EN (PII)",2025-07-22 23:55:37+00:00,2026-06-19 05:24:05+00:00,False,True,True,False,covermore,SYD
3,220,All BankVic-wide Mandatory Compliance and General Training,"This rule enrols all users (includes all users based on ""Location"" e.g. Spring Street, to exempt any non-user accounts) into all mandatory modules, both as part of Compliance training and General training requirements. 

Enrolment occurs as soon as a user is activated, as long as they fit the given rule/s below.",2019-05-27 03:41:46+00:00,2026-06-26 04:09:39+00:00,True,True,True,False,bankvic,SYD
21,917,WB Group Induction Compliance 3.0,"New starters starting 04 November 2025

* with Classifying Emails: Protecting Information at William Buck",2025-11-04 01:04:24+00:00,2026-04-30 23:52:44+00:00,True,True,True,False,williambucksa,SYD
15,125,Compliance Training,"Compliance Training consists of 10 modules:  Code of Conduct, Privacy Awareness, WHS Awareness, Information Security Management and Concession Deed KPI's, Information Disclosure for Corporate Whistleblowers, Electronic Communication and Social Media, Modern Slavery Awareness and Workplace Bullying and Occupational Violence.",2024-09-17 03:04:22+00:00,2025-07-22 04:33:52+00:00,False,False,True,False,nswlrs,SYD
8,182,Frontline Staff Biennial Refresher Courses 2023,"Transporting clients.
Positive behaviour support.
Food handling and hygiene procedures.",2023-08-22 04:54:12+00:00,2024-09-17 07:00:04+00:00,False,True,True,False,lifecoop,SYD
