Enrolment Id,USER_ID,COURSE_ID,Enrolment Method,Enrolment Status,Enrolment Cost,Enrolment First Enrolled Date,Enrolment Due Date,Enrolment Start Date,Enrolment Completion Date,Enrolment Created Date,Enrolment Modified Date,Enrolment Assignment Rule,Enrolment Retrain In Period,Enrolment Retrain Open In Period,Enrolment Retrain Date,Enrolment Retrain Open Date,Enrolment Is Retrain Overdue,Enrolment Is Enrolment Overdue,Enrolment Overdue Days,Enrolment Retrain Overdue Days,CLIENT_NAME,CLIENT_REGION
33474,1700,136,Manual,Completed,0.0,2026-04-23 05:46:02+00:00,2026-06-12 00:00:00+00:00,2026-06-05 02:28:17+00:00,2026-06-05 02:42:24+00:00,2026-04-23 05:46:02+00:00,2026-06-05 02:42:24+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,svdpqld,SYD
422,73,30,Manual,Completed,0.0,2018-09-04 00:37:58+00:00,,2018-09-04 00:37:58+00:00,2018-06-05 02:00:00+00:00,2018-09-04 00:37:58+00:00,2018-09-04 00:38:12+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,swsphn,SYD
2347,386,73,Manual,Recompletion Required,0.0,2023-05-03 01:12:30+00:00,,2023-04-19 14:00:00+00:00,2023-04-19 14:00:00+00:00,2025-02-18 03:25:04+00:00,2025-02-18 03:25:04+00:00,,12 MONTHS,30 DAYS,2024-04-19 14:00:00+00:00,2024-03-20 14:00:00+00:00,True,False,0,810,csm5golden,SYD
525339,3393,1716,Manual,Completed,0.0,2024-01-03 06:11:00+00:00,2026-05-07 03:28:20+00:00,2026-06-02 21:10:30+00:00,2026-06-09 00:34:18+00:00,2025-04-16 01:32:32+00:00,2026-06-09 00:34:18+00:00,,24 MONTHS,2 MONTHS,2028-06-09 00:34:18+00:00,2028-04-09 00:34:18+00:00,False,False,0,0,hiltonfoods,SYD
525153,3395,1716,Manual,Completed,0.0,2024-01-02 05:34:29+00:00,2026-08-08 07:50:56+00:00,2026-06-10 21:15:41+00:00,2024-08-01 07:50:56+00:00,2025-04-16 01:25:27+00:00,2026-06-10 21:15:41+00:00,,24 MONTHS,2 MONTHS,2026-08-01 07:50:56+00:00,2026-06-01 07:50:56+00:00,False,False,0,0,hiltonfoods,SYD
137110,1932,418,Self,Not Yet Started,0.0,2026-03-11 23:44:13+00:00,2026-04-09 00:44:13+00:00,,,2026-03-11 23:44:13+00:00,2026-03-11 23:44:13+00:00,,0 MONTHS,0 DAYS,,,False,True,90,0,aphg,SYD
289,368,13,Rule,Not Yet Started,0.0,2022-08-29 14:30:30+00:00,2023-08-29 14:30:30+00:00,,,2022-08-29 14:30:30+00:00,2022-08-29 14:30:30+00:00,,12 MONTHS,10 MONTHS,,,False,True,1044,0,uat3,SYD
89734,1923,1213,Manual,Not Yet Started,0.0,2026-02-16 22:05:21+00:00,,,,2026-02-16 22:05:21+00:00,2026-02-16 22:05:21+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,gmw,SYD
4282700,90529,1261,Rule,Not Yet Started,0.0,2026-06-10 01:08:29+00:00,2026-06-24 01:08:29+00:00,,,2026-06-10 01:08:29+00:00,2026-06-10 01:08:29+00:00,AU SEC - DISP - Clearance Requirement,0 MONTHS,0 DAYS,,,False,True,14,0,wilson,SYD
2770616,1466,10325,Rule,Recompletion Required,0.0,2024-05-06 02:30:27+00:00,2026-06-22 18:15:17+00:00,2025-06-06 19:18:53+00:00,2025-06-08 18:15:17+00:00,2024-05-06 02:30:27+00:00,2026-06-08 16:34:27+00:00,Infection Prevention and Control,12 MONTHS,0 DAYS,2026-06-08 18:15:17+00:00,2026-06-08 18:15:17+00:00,True,True,0,30,healthscopeelearning,SYD
10322,910,35,Manual,Completed,0.0,2025-08-07 03:37:41+00:00,2025-10-07 03:37:41+00:00,2025-08-07 05:25:21+00:00,2025-08-07 05:30:59+00:00,2025-08-07 03:37:41+00:00,2025-08-07 05:30:59+00:00,,12 MONTHS,1 MONTHS,2026-08-07 05:30:59+00:00,2026-07-07 05:30:59+00:00,False,False,0,0,autopact,SYD
29726,1482,311,Manual,Not Yet Started,0.0,2025-10-28 23:36:49+00:00,,,,2025-10-28 23:36:49+00:00,2025-10-28 23:36:49+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,cityfertility,SYD
1260,181,64,Manual,Completed,0.0,2019-06-03 03:55:46+00:00,,2019-06-03 03:55:46+00:00,2019-06-26 02:30:00+00:00,2019-06-03 03:55:46+00:00,2019-07-01 04:56:22+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,swsphn,SYD
8774,187,747,Manual,Recompletion Required,0.0,2024-05-22 06:09:32+00:00,2026-03-27 13:00:00+00:00,2023-02-27 13:00:00+00:00,2023-02-27 13:00:00+00:00,2024-05-22 06:09:32+00:00,2026-02-20 15:30:12+00:00,,36 MONTHS,7 DAYS,2026-02-27 13:00:00+00:00,2026-02-20 13:00:00+00:00,True,True,0,131,nowchem,SYD
42038,651,26,Rule,Completed,0.0,2024-09-12 22:28:39+00:00,2024-10-13 00:00:00+00:00,2024-09-13 01:12:35+00:00,2024-09-13 01:14:02+00:00,2024-09-12 22:28:39+00:00,2024-09-13 01:14:02+00:00,"Compliance Refresh 3 - Privacy, Fraud & Cybersecurity",0 MONTHS,0 DAYS,,,False,False,0,0,collinsfoods,SYD
